256 , 1084.450 , 1419.565
512 , 2429.800 , 3194.022
1024 , 5603.500 , 7097.827
2048 , 13305.450 , 15615.220
4096 , 27975.100 , 34069.570
8192 , 63460.352 , 73817.398
16384 , 133003.203 , 158991.328
32768 , 284952.344 , 340695.688
65536 , 620196.125 , 726817.500
131072 , 1308828.750 , 1544487.125
262144 , 2788191.250 , 3270678.750
524288 , 6095711.000 , 6904766.000
1048576 , 13992512.000 , 14536350.000
